d,CA,TX,WI,date,CA_rolling_28,TX_rolling_28,WI_rolling_28
d_1631,17606,11735,12506,2015-07-17,17437.678571428572,10974.642857142857,10989.285714285714
d_1632,20407,13203,12050,2015-07-18,17450.535714285714,11009.785714285714,10991.464285714286
d_1633,21606,13760,12418,2015-07-19,17560.214285714286,11062.892857142857,11056.214285714286
d_1634,16789,11275,9483,2015-07-20,17591.39285714286,11114.714285714286,11069.67857142857
d_1635,15573,9543,9022,2015-07-21,17612.035714285714,11131.25,11070.607142857143
d_1636,14682,9415,9279,2015-07-22,17634.75,11135.642857142857,11106.142857142857
d_1637,15124,10089,8982,2015-07-23,17647.5,11169.392857142857,11124.607142857143
d_1638,16996,11052,10393,2015-07-24,17661.035714285714,11210.785714285714,11158.82142857143
d_1639,19049,12382,11193,2015-07-25,17630.25,11234.285714285714,11180.785714285714
d_1640,20209,13094,10889,2015-07-26,17609.64285714286,11279.035714285714,11201.142857142857
d_1641,16756,10082,9288,2015-07-27,17650.821428571428,11303.25,11214.25
d_1642,14962,9649,8344,2015-07-28,17642.035714285714,11354.75,11199.25
d_1643,14382,8900,8311,2015-07-29,17539.714285714286,11295.285714285714,11129.464285714286
d_1644,15266,9175,9146,2015-07-30,17450.178571428572,11220.42857142857,10998.964285714286
d_1645,17326,11499,12653,2015-07-31,17232.964285714286,11128.07142857143,10855.82142857143
d_1646,21982,13985,13183,2015-08-01,17427.5,11229.17857142857,10976.642857142857
d_1647,23473,13705,14363,2015-08-02,17573.428571428572,11288.607142857143,11057.32142857143
d_1648,18550,13099,13608,2015-08-03,17602.60714285714,11341.607142857143,11107.964285714286
d_1649,16895,10360,10403,2015-08-04,17627.178571428572,11316.357142857143,11119.464285714286
d_1650,16354,11015,10910,2015-08-05,17662.535714285714,11366.82142857143,11113.285714285714
d_1651,15973,10877,10948,2015-08-06,17660.14285714286,11380.285714285714,11087.5
d_1652,17880,11556,10701,2015-08-07,17656.821428571428,11415.82142857143,11063.92857142857
d_1653,22056,13254,12794,2015-08-08,17698.10714285714,11434.07142857143,11029.357142857143
d_1654,23442,14452,14067,2015-08-09,17769.285714285714,11440.5,11036.285714285714
d_1655,17958,10572,9794,2015-08-10,17810.75,11389.642857142857,11019.464285714286
d_1656,16097,9825,10527,2015-08-11,17838.10714285714,11379.0,10989.107142857143
d_1657,16109,10869,10373,2015-08-12,17851.178571428572,11387.107142857143,10941.357142857143
d_1658,15527,10769,9759,2015-08-13,17822.464285714286,11399.67857142857,10906.67857142857
d_1659,17023,11228,12511,2015-08-14,17801.64285714286,11381.57142857143,10906.857142857143
d_1660,21426,13259,13751,2015-08-15,17838.035714285714,11383.57142857143,10967.607142857143
d_1661,24198,13405,12937,2015-08-16,17930.60714285714,11370.892857142857,10986.142857142857
d_1662,18190,10484,10438,2015-08-17,17980.64285714286,11342.642857142857,11020.25
d_1663,15956,9503,9786,2015-08-18,17994.321428571428,11341.214285714286,11047.535714285714
d_1664,15929,8427,9351,2015-08-19,18038.85714285714,11305.92857142857,11050.107142857143
d_1665,15362,8422,8732,2015-08-20,18047.35714285714,11246.392857142857,11041.17857142857
d_1666,16338,10480,10145,2015-08-21,18023.85714285714,11225.964285714286,11032.32142857143
d_1667,21062,12577,11441,2015-08-22,18095.75,11232.92857142857,11041.17857142857
d_1668,22447,13820,11329,2015-08-23,18175.678571428572,11258.857142857143,11056.892857142857
d_1669,15643,10580,8870,2015-08-24,18135.928571428572,11276.642857142857,11041.964285714286
d_1670,14187,8651,8457,2015-08-25,18108.25,11241.0,11046.0
d_1671,14070,8832,9065,2015-08-26,18097.10714285714,11238.57142857143,11072.92857142857
d_1672,14387,8540,9149,2015-08-27,18065.714285714286,11215.892857142857,11073.035714285714
d_1673,16343,9151,10757,2015-08-28,18030.60714285714,11132.035714285714,11005.32142857143
d_1674,21273,11377,12586,2015-08-29,18005.285714285714,11038.892857142857,10984.0
d_1675,23319,12995,12203,2015-08-30,17999.785714285714,11013.535714285714,10906.857142857143
d_1676,16223,9144,10518,2015-08-31,17916.678571428572,10872.285714285714,10796.5
d_1677,16305,10186,11464,2015-09-01,17895.60714285714,10866.07142857143,10834.392857142857
d_1678,15825,9203,11562,2015-09-02,17876.714285714286,10801.357142857143,10857.67857142857
d_1679,16222,10409,12988,2015-09-03,17885.60714285714,10784.642857142857,10930.535714285714
d_1680,18059,9859,11352,2015-09-04,17892.0,10724.035714285714,10953.785714285714
d_1681,20994,12589,13904,2015-09-05,17854.071428571428,10700.285714285714,10993.42857142857
d_1682,19898,12134,13216,2015-09-06,17727.5,10617.5,10963.035714285714
d_1683,21191,12774,11797,2015-09-07,17842.964285714286,10696.142857142857,11034.57142857143
d_1684,16508,9278,10383,2015-09-08,17857.64285714286,10676.607142857143,11029.42857142857
d_1685,16348,9603,12151,2015-09-09,17866.178571428572,10631.392857142857,11092.92857142857
d_1686,16385,8895,10413,2015-09-10,17896.821428571428,10564.464285714286,11116.285714285714
d_1687,17203,10077,13006,2015-09-11,17903.25,10523.357142857143,11133.964285714286
d_1688,21581,13142,15380,2015-09-12,17908.785714285714,10519.17857142857,11192.142857142857
d_1689,23552,14305,13483,2015-09-13,17885.714285714286,10551.32142857143,11211.642857142857
d_1690,15918,10455,11698,2015-09-14,17804.571428571428,10550.285714285714,11256.642857142857
d_1691,15805,9943,11677,2015-09-15,17799.178571428572,10566.0,11324.17857142857
d_1692,14209,9327,10109,2015-09-16,17737.75,10598.142857142857,11351.25
d_1693,14737,9459,9802,2015-09-17,17715.428571428572,10635.17857142857,11389.464285714286
d_1694,17192,10495,11002,2015-09-18,17745.928571428572,10635.714285714286,11420.07142857143
d_1695,22322,12856,13101,2015-09-19,17790.928571428572,10645.67857142857,11479.357142857143
d_1696,23160,14179,12640,2015-09-20,17816.39285714286,10658.5,11526.17857142857
d_1697,17236,9632,9277,2015-09-21,17873.285714285714,10624.642857142857,11540.714285714286
d_1698,15753,9238,8527,2015-09-22,17929.214285714286,10645.607142857143,11543.214285714286
d_1699,15098,9629,8770,2015-09-23,17965.928571428572,10674.07142857143,11532.67857142857
d_1700,14610,9187,9170,2015-09-24,17973.89285714286,10697.17857142857,11533.42857142857
d_1701,17432,10013,11235,2015-09-25,18012.785714285714,10727.964285714286,11550.5
d_1702,21638,12286,12712,2015-09-26,18025.821428571428,10760.42857142857,11555.0
d_1703,22462,12610,12541,2015-09-27,17995.214285714286,10746.67857142857,11567.07142857143
d_1704,16259,9332,8671,2015-09-28,17996.5,10753.392857142857,11501.107142857143
d_1705,13677,8387,8551,2015-09-29,17902.64285714286,10689.142857142857,11397.07142857143
d_1706,13952,8352,8966,2015-09-30,17835.75,10658.75,11304.357142857143
d_1707,15726,10941,11010,2015-10-01,17818.035714285714,10677.75,11233.714285714286
d_1708,18782,11330,14264,2015-10-02,17843.85714285714,10730.285714285714,11337.714285714286
d_1709,24286,13622,16779,2015-10-03,17961.428571428572,10767.17857142857,11440.392857142857
d_1710,24729,13932,14234,2015-10-04,18133.964285714286,10831.392857142857,11476.75
d_1711,18511,11484,12479,2015-10-05,18038.25,10785.32142857143,11501.107142857143
d_1712,16163,10763,11929,2015-10-06,18025.928571428572,10838.357142857143,11556.32142857143
d_1713,15797,10148,9942,2015-10-07,18006.25,10857.82142857143,11477.42857142857
d_1714,15862,9959,11998,2015-10-08,17987.571428571428,10895.82142857143,11534.035714285714
d_1715,18486,11322,13787,2015-10-09,18033.39285714286,10940.285714285714,11561.92857142857
d_1716,22084,12528,14175,2015-10-10,18051.35714285714,10918.357142857143,11518.892857142857
d_1717,21329,13998,14377,2015-10-11,17971.964285714286,10907.392857142857,11550.82142857143
d_1718,18473,11422,12345,2015-10-12,18063.214285714286,10941.92857142857,11573.92857142857
d_1719,15336,10176,10169,2015-10-13,18046.464285714286,10950.25,11520.07142857143
d_1720,14786,8157,11305,2015-10-14,18067.071428571428,10908.464285714286,11562.785714285714
d_1721,14546,10253,11554,2015-10-15,18060.25,10936.82142857143,11625.357142857143
d_1722,16249,10286,11887,2015-10-16,18026.571428571428,10929.357142857143,11656.964285714286
d_1723,21764,12670,13379,2015-10-17,18006.64285714286,10922.714285714286,11666.892857142857
d_1724,23087,12973,12904,2015-10-18,18004.035714285714,10879.642857142857,11676.32142857143
d_1725,16005,10116,9181,2015-10-19,17960.071428571428,10896.92857142857,11672.892857142857
d_1726,14988,9083,9033,2015-10-20,17932.75,10891.392857142857,11690.964285714286
d_1727,14342,8946,9123,2015-10-21,17905.75,10867.0,11703.57142857143
d_1728,14111,9326,9333,2015-10-22,17887.928571428572,10871.964285714286,11709.392857142857
d_1729,16117,11153,10751,2015-10-23,17840.964285714286,10912.67857142857,11692.107142857143
d_1730,20049,11592,13365,2015-10-24,17784.214285714286,10887.892857142857,11715.42857142857
d_1731,22632,10916,12631,2015-10-25,17790.285714285714,10827.392857142857,11718.642857142857
d_1732,15588,10108,9396,2015-10-26,17766.321428571428,10855.107142857143,11744.535714285714
d_1733,14858,8704,8757,2015-10-27,17808.5,10866.42857142857,11751.892857142857
d_1734,14253,8751,8263,2015-10-28,17819.25,10880.67857142857,11726.785714285714
d_1735,14598,9189,9445,2015-10-29,17778.964285714286,10818.107142857143,11670.892857142857
d_1736,17112,10320,13082,2015-10-30,17719.321428571428,10782.035714285714,11628.67857142857
d_1737,20376,9895,12472,2015-10-31,17579.678571428572,10648.92857142857,11474.857142857143
d_1738,21945,12814,12235,2015-11-01,17480.25,10609.0,11403.464285714286
d_1739,15531,9746,11180,2015-11-02,17373.821428571428,10546.92857142857,11357.07142857143
d_1740,16052,9959,11986,2015-11-03,17369.85714285714,10518.214285714286,11359.107142857143
d_1741,14266,8918,8918,2015-11-04,17315.178571428572,10474.285714285714,11322.535714285714
d_1742,14421,9225,11029,2015-11-05,17263.714285714286,10448.07142857143,11287.92857142857
d_1743,16243,10509,12869,2015-11-06,17183.60714285714,10419.035714285714,11255.142857142857
d_1744,20676,12764,13901,2015-11-07,17133.321428571428,10427.464285714286,11245.357142857143
d_1745,21942,12438,14031,2015-11-08,17155.214285714286,10371.75,11233.0
d_1746,15020,10320,11575,2015-11-09,17031.89285714286,10332.392857142857,11205.5
d_1747,14992,9092,9290,2015-11-10,17019.60714285714,10293.67857142857,11174.107142857143
d_1748,14410,8878,10050,2015-11-11,17006.178571428572,10319.42857142857,11129.285714285714
d_1749,13137,9034,11071,2015-11-12,16955.85714285714,10275.892857142857,11112.035714285714
d_1750,14592,9988,11615,2015-11-13,16896.678571428572,10265.25,11102.32142857143
d_1751,19806,11793,15743,2015-11-14,16826.75,10233.92857142857,11186.75
d_1752,21637,13557,14561,2015-11-15,16774.964285714286,10254.785714285714,11245.92857142857
d_1753,15127,10366,10242,2015-11-16,16743.60714285714,10263.714285714286,11283.82142857143
d_1754,13774,7636,7764,2015-11-17,16700.25,10212.035714285714,11238.5
d_1755,13316,9433,9411,2015-11-18,16663.60714285714,10229.42857142857,11248.785714285714
d_1756,13261,9213,9891,2015-11-19,16633.25,10225.392857142857,11268.714285714286
d_1757,15181,9561,13615,2015-11-20,16599.821428571428,10168.535714285714,11371.0
d_1758,19932,11792,11069,2015-11-21,16595.64285714286,10175.67857142857,11289.0
d_1759,20838,12072,12015,2015-11-22,16531.571428571428,10216.964285714286,11267.0
d_1760,16056,9741,9343,2015-11-23,16548.285714285714,10203.857142857143,11265.107142857143
d_1761,14937,9596,9689,2015-11-24,16551.10714285714,10235.714285714286,11298.392857142857
d_1762,17095,11632,11397,2015-11-25,16652.60714285714,10338.607142857143,11410.32142857143
d_1763,9570,7855,6206,2015-11-26,16473.035714285714,10290.964285714286,11294.642857142857
d_1764,11537,7928,8116,2015-11-27,16273.92857142857,10205.535714285714,11117.285714285714
d_1765,15088,9194,9930,2015-11-28,16085.07142857143,10180.5,11026.5
d_1766,17216,9885,10681,2015-11-29,15916.17857142857,10075.892857142857,10971.0
d_1767,14449,8775,8792,2015-11-30,15877.535714285714,10041.214285714286,10885.714285714286
d_1768,14823,9739,10256,2015-12-01,15833.642857142857,10033.357142857143,10823.92857142857
d_1769,14174,8501,11057,2015-12-02,15830.357142857143,10018.464285714286,10900.32142857143
d_1770,15020,9694,13315,2015-12-03,15851.75,10035.214285714286,10981.964285714286
d_1771,16666,9141,12380,2015-12-04,15866.857142857143,9986.357142857143,10964.5
d_1772,20202,11449,15374,2015-12-05,15849.92857142857,9939.392857142857,11017.107142857143
d_1773,21101,12379,14935,2015-12-06,15819.892857142857,9937.285714285714,11049.392857142857
d_1774,15260,10135,10013,2015-12-07,15828.464285714286,9930.67857142857,10993.607142857143
d_1775,13856,8471,10586,2015-12-08,15787.892857142857,9908.5,11039.892857142857
d_1776,13767,8780,11143,2015-12-09,15764.92857142857,9905.0,11078.92857142857
d_1777,13802,8838,9519,2015-12-10,15788.67857142857,9898.0,11023.5
d_1778,14612,9747,11984,2015-12-11,15789.392857142857,9889.392857142857,11036.67857142857
d_1779,19364,12133,14478,2015-12-12,15773.607142857143,9901.535714285714,10991.5
d_1780,19713,12663,12757,2015-12-13,15704.892857142857,9869.607142857143,10927.07142857143
d_1781,15479,10823,11220,2015-12-14,15717.464285714286,9885.92857142857,10962.0
d_1782,14188,10523,11419,2015-12-15,15732.25,9989.035714285714,11092.535714285714
d_1783,14306,10049,9768,2015-12-16,15767.607142857143,10011.035714285714,11105.285714285714
d_1784,14753,10397,10304,2015-12-17,15820.892857142857,10053.32142857143,11120.035714285714
d_1785,14594,9375,10787,2015-12-18,15799.92857142857,10046.67857142857,11019.035714285714
d_1786,19940,10986,12562,2015-12-19,15800.214285714286,10017.892857142857,11072.357142857143
d_1787,18996,11666,12349,2015-12-20,15734.42857142857,10003.392857142857,11084.285714285714
d_1788,15417,9754,10351,2015-12-21,15711.607142857143,10003.857142857143,11120.285714285714
d_1789,16026,9970,10616,2015-12-22,15750.5,10017.214285714286,11153.392857142857
d_1790,16522,10625,11605,2015-12-23,15730.035714285714,9981.25,11160.82142857143
d_1791,13841,10755,11631,2015-12-24,15882.57142857143,10084.82142857143,11354.57142857143
d_1792,6,4,4,2015-12-25,15470.75,9801.82142857143,11064.857142857143
d_1793,16365,11906,10106,2015-12-26,15516.357142857143,9898.67857142857,11071.142857142857
d_1794,16025,9527,9826,2015-12-27,15473.82142857143,9885.892857142857,11040.607142857143
d_1795,15043,9165,5756,2015-12-28,15495.035714285714,9899.82142857143,10932.17857142857
d_1796,14669,8884,8340,2015-12-29,15489.535714285714,9869.285714285714,10863.75
d_1797,14779,8740,10608,2015-12-30,15511.142857142857,9877.82142857143,10847.714285714286
d_1798,16248,11162,15649,2015-12-31,15555.0,9930.25,10931.07142857143
d_1799,13364,8845,10442,2016-01-01,15437.07142857143,9919.67857142857,10861.857142857143
d_1800,19054,10408,15275,2016-01-02,15396.07142857143,9882.5,10858.32142857143
d_1801,19624,11081,13635,2016-01-03,15343.32142857143,9836.142857142857,10811.892857142857
d_1802,16455,9856,10382,2016-01-04,15386.0,9826.17857142857,10825.07142857143
d_1803,14421,9332,11553,2016-01-05,15406.17857142857,9856.92857142857,10859.607142857143
d_1804,13572,7928,11185,2016-01-06,15399.214285714286,9826.5,10861.107142857143
d_1805,15418,10507,10019,2016-01-07,15456.92857142857,9886.107142857143,10878.964285714286
d_1806,16242,10043,12651,2016-01-08,15515.142857142857,9896.67857142857,10902.785714285714
d_1807,22922,13158,16800,2016-01-09,15642.214285714286,9933.285714285714,10985.714285714286
d_1808,22216,12633,12520,2016-01-10,15731.607142857143,9932.214285714286,10977.25
d_1809,16206,10526,11254,2016-01-11,15757.57142857143,9921.607142857143,10978.464285714286
d_1810,14058,10190,10874,2016-01-12,15752.92857142857,9909.714285714286,10959.0
d_1811,13001,9539,9691,2016-01-13,15706.32142857143,9891.5,10956.25
d_1812,13371,9309,13176,2016-01-14,15656.964285714286,9852.642857142857,11058.82142857143
d_1813,15800,10858,15132,2016-01-15,15700.035714285714,9905.607142857143,11214.0
d_1814,21380,12764,17002,2016-01-16,15751.464285714286,9969.107142857143,11372.57142857143
d_1815,20852,13106,11575,2016-01-17,15817.75,10020.535714285714,11344.92857142857
d_1816,18004,10685,9651,2016-01-18,15910.142857142857,10053.785714285714,11319.92857142857
d_1817,13383,9010,9595,2016-01-19,15815.75,10019.5,11283.464285714286
d_1818,14241,8769,9674,2016-01-20,15734.285714285714,9953.214285714286,11214.5
d_1819,13937,8657,9185,2016-01-21,15737.714285714286,9878.285714285714,11127.142857142857
d_1820,15102,10132,11073,2016-01-22,16276.857142857143,10240.0,11522.464285714286
d_1821,22843,11836,14248,2016-01-23,16508.214285714286,10237.5,11670.392857142857
d_1822,21845,12719,13268,2016-01-24,16716.071428571428,10351.5,11793.32142857143
d_1823,15839,9645,8905,2016-01-25,16744.5,10368.642857142857,11905.785714285714
d_1824,13872,8158,8416,2016-01-26,16716.035714285714,10342.714285714286,11908.5
d_1825,13768,8512,9069,2016-01-27,16679.928571428572,10334.57142857143,11853.535714285714
d_1826,13798,8896,9772,2016-01-28,16592.428571428572,10253.642857142857,11643.642857142857
d_1827,15904,9741,11994,2016-01-29,16683.14285714286,10285.642857142857,11699.07142857143
d_1828,21394,11933,15777,2016-01-30,16766.714285714286,10340.107142857143,11717.0
d_1829,23506,13014,14311,2016-01-31,16905.35714285714,10409.142857142857,11741.142857142857
d_1830,16618,11700,13396,2016-02-01,16911.178571428572,10475.0,11848.785714285714
d_1831,15146,8943,10839,2016-02-02,16937.071428571428,10461.107142857143,11823.285714285714
d_1832,15372,10894,13074,2016-02-03,17001.35714285714,10567.035714285714,11890.75
d_1833,15456,9311,10657,2016-02-04,17002.714285714286,10524.32142857143,11913.535714285714
d_1834,16905,10350,12938,2016-02-05,17026.39285714286,10535.285714285714,11923.785714285714
d_1835,23210,13611,18219,2016-02-06,17036.678571428572,10551.464285714286,11974.464285714286
d_1836,18660,14149,14084,2016-02-07,16909.678571428572,10605.607142857143,12030.32142857143
d_1837,15566,10266,10972,2016-02-08,16886.821428571428,10596.32142857143,12020.25
d_1838,15574,10540,12399,2016-02-09,16940.964285714286,10608.82142857143,12074.714285714286
d_1839,16325,10835,12193,2016-02-10,17059.678571428572,10655.107142857143,12164.07142857143
d_1840,16963,12668,14953,2016-02-11,17187.964285714286,10775.07142857143,12227.535714285714
d_1841,16856,11836,15530,2016-02-12,17225.678571428572,10810.0,12241.75
d_1842,21848,14363,17504,2016-02-13,17242.39285714286,10867.107142857143,12259.67857142857
d_1843,19238,13392,15707,2016-02-14,17184.75,10877.32142857143,12407.25
d_1844,19231,12115,14806,2016-02-15,17228.571428571428,10928.392857142857,12591.357142857143
d_1845,15249,10341,12112,2016-02-16,17295.214285714286,10975.92857142857,12681.25
d_1846,14555,9904,12086,2016-02-17,17306.428571428572,11016.464285714286,12767.392857142857
d_1847,15306,10102,11028,2016-02-18,17355.321428571428,11068.07142857143,12833.214285714286
d_1848,17114,10826,12452,2016-02-19,17427.178571428572,11092.857142857143,12882.464285714286
d_1849,21348,13282,16227,2016-02-20,17373.785714285714,11144.5,12953.142857142857
d_1850,22538,14663,14880,2016-02-21,17398.535714285714,11213.92857142857,13010.714285714286
d_1851,16269,10415,10644,2016-02-22,17413.89285714286,11241.42857142857,13072.82142857143
d_1852,14616,9459,9906,2016-02-23,17440.464285714286,11287.892857142857,13126.035714285714
d_1853,13943,9842,10283,2016-02-24,17446.714285714286,11335.392857142857,13169.392857142857
d_1854,14517,9492,10606,2016-02-25,17472.39285714286,11356.67857142857,13199.17857142857
d_1855,16346,9897,11406,2016-02-26,17488.178571428572,11362.25,13178.17857142857
d_1856,21546,11575,14766,2016-02-27,17493.60714285714,11349.464285714286,13142.07142857143
d_1857,23157,13376,14382,2016-02-28,17481.14285714286,11362.392857142857,13144.607142857143
d_1858,16232,9963,11064,2016-02-29,17467.35714285714,11300.357142857143,13061.32142857143
d_1859,16297,10842,9397,2016-03-01,17508.464285714286,11368.17857142857,13009.82142857143
d_1860,15415,9902,13141,2016-03-02,17510.0,11332.75,13012.214285714286
d_1861,15621,11396,14442,2016-03-03,17515.89285714286,11407.214285714286,13147.392857142857
d_1862,16095,10158,13072,2016-03-04,17486.964285714286,11400.357142857143,13152.17857142857
d_1863,22022,12495,17805,2016-03-05,17444.535714285714,11360.5,13137.392857142857
d_1864,25224,14155,17839,2016-03-06,17678.964285714286,11360.714285714286,13271.5
d_1865,17148,11603,11811,2016-03-07,17735.464285714286,11408.464285714286,13301.464285714286
d_1866,16083,9786,11858,2016-03-08,17753.64285714286,11381.535714285714,13282.142857142857
d_1867,15544,9091,12397,2016-03-09,17725.75,11319.25,13289.42857142857
d_1868,15835,10648,11784,2016-03-10,17685.464285714286,11247.107142857143,13176.25
d_1869,16275,11066,13546,2016-03-11,17664.714285714286,11219.607142857143,13105.392857142857
d_1870,22515,13113,17083,2016-03-12,17688.535714285714,11174.964285714286,13090.357142857143
d_1871,21937,13466,16018,2016-03-13,17784.928571428572,11177.607142857143,13101.464285714286
d_1872,16858,11882,13295,2016-03-14,17700.178571428572,11169.285714285714,13047.5
d_1873,15051,11659,13407,2016-03-15,17693.10714285714,11216.357142857143,13093.75
d_1874,14807,10478,11321,2016-03-16,17702.10714285714,11236.857142857143,13066.42857142857
d_1875,14196,10170,10643,2016-03-17,17662.464285714286,11239.285714285714,13052.67857142857
d_1876,16664,10756,12232,2016-03-18,17646.39285714286,11236.785714285714,13044.82142857143
d_1877,18900,12210,15071,2016-03-19,17558.964285714286,11198.5,13003.535714285714
d_1878,19421,13428,14976,2016-03-20,17447.64285714286,11154.392857142857,13006.964285714286
d_1879,16541,9973,10846,2016-03-21,17457.35714285714,11138.607142857143,13014.17857142857
d_1880,15581,9826,10068,2016-03-22,17491.821428571428,11151.714285714286,13019.964285714286
d_1881,15141,10341,9304,2016-03-23,17534.60714285714,11169.535714285714,12985.0
d_1882,15228,9305,9470,2016-03-24,17560.0,11162.857142857143,12944.42857142857
d_1883,18694,12235,14682,2016-03-25,17643.85714285714,11246.357142857143,13061.42857142857
d_1884,23787,13595,16481,2016-03-26,17723.89285714286,11318.5,13122.67857142857
d_1885,21296,13336,11728,2016-03-27,17657.428571428572,11317.07142857143,13027.892857142857
d_1886,15482,10303,10256,2016-03-28,17630.64285714286,11329.214285714286,12999.035714285714
d_1887,15319,8322,10216,2016-03-29,17595.714285714286,11239.214285714286,13028.285714285714
d_1888,14352,8828,9179,2016-03-30,17557.75,11200.857142857143,12886.785714285714
d_1889,15601,9306,9774,2016-03-31,17557.035714285714,11126.214285714286,12720.07142857143
d_1890,18922,11852,14762,2016-04-01,17658.0,11186.714285714286,12780.42857142857
d_1891,22171,13095,17406,2016-04-02,17663.321428571428,11208.142857142857,12766.17857142857
d_1892,24577,14051,17797,2016-04-03,17640.214285714286,11204.42857142857,12764.67857142857
d_1893,18193,10497,11728,2016-04-04,17677.535714285714,11164.92857142857,12761.714285714286
d_1894,16396,10466,12821,2016-04-05,17688.714285714286,11189.214285714286,12796.107142857143
d_1895,15807,10338,12989,2016-04-06,17698.10714285714,11233.75,12817.25
d_1896,15459,10600,12057,2016-04-07,17684.678571428572,11232.035714285714,12827.0
d_1897,17714,10766,14740,2016-04-08,17736.071428571428,11221.32142857143,12869.642857142857
d_1898,23311,13360,19669,2016-04-09,17764.5,11230.142857142857,12962.0
d_1899,24063,13818,15975,2016-04-10,17840.428571428572,11242.714285714286,12960.464285714286
d_1900,17490,11174,13763,2016-04-11,17863.0,11217.42857142857,12977.17857142857
d_1901,15192,10418,13459,2016-04-12,17868.035714285714,11173.107142857143,12979.035714285714
d_1902,14614,9694,10885,2016-04-13,17861.14285714286,11145.107142857143,12963.464285714286
d_1903,15069,10292,12168,2016-04-14,17892.321428571428,11149.464285714286,13017.92857142857
d_1904,16255,10800,14734,2016-04-15,17877.714285714286,11151.035714285714,13107.285714285714
d_1905,20564,12460,15338,2016-04-16,17937.14285714286,11159.964285714286,13116.82142857143
d_1906,23032,13709,14899,2016-04-17,18066.10714285714,11170.0,13114.07142857143
d_1907,17052,9868,11139,2016-04-18,18084.35714285714,11166.25,13124.535714285714
d_1908,15784,10922,10864,2016-04-19,18091.60714285714,11205.392857142857,13152.964285714286
d_1909,15148,9600,10595,2016-04-20,18091.85714285714,11178.92857142857,13199.07142857143
d_1910,14488,9602,10943,2016-04-21,18065.428571428572,11189.535714285714,13251.67857142857
d_1911,17095,10615,12807,2016-04-22,18008.321428571428,11131.67857142857,13184.714285714286
d_1912,21834,12266,14862,2016-04-23,17938.571428571428,11084.214285714286,13126.892857142857
d_1913,23187,12282,14326,2016-04-24,18006.10714285714,11046.57142857143,13219.67857142857
d_1914,17524,10662,10607,2016-04-25,18079.035714285714,11059.392857142857,13232.214285714286
d_1915,15012,9933,10542,2016-04-26,18068.071428571428,11116.92857142857,13243.857142857143
d_1916,14836,9575,10034,2016-04-27,18085.35714285714,11143.607142857143,13274.392857142857
d_1917,14664,9655,10413,2016-04-28,18051.89285714286,11156.07142857143,13297.214285714286
d_1918,17180,12162,13554,2016-04-29,17989.678571428572,11167.142857142857,13254.07142857143
d_1919,22327,12694,15408,2016-04-30,17995.25,11152.82142857143,13182.714285714286
d_1920,23689,14193,15150,2016-05-01,17963.535714285714,11157.892857142857,13088.17857142857
d_1921,19117,10719,13345,2016-05-02,17996.535714285714,11165.82142857143,13145.92857142857
d_1922,17830,11949,14535,2016-05-03,18047.75,11218.785714285714,13207.142857142857
d_1923,17266,9909,12426,2016-05-04,18099.85714285714,11203.464285714286,13187.035714285714
d_1924,16197,10833,13733,2016-05-05,18126.214285714286,11211.785714285714,13246.892857142857
d_1925,17638,11773,14394,2016-05-06,18123.5,11247.75,13234.535714285714
d_1926,23119,13668,17452,2016-05-07,18116.64285714286,11258.75,13155.357142857143
d_1927,19960,11385,14264,2016-05-08,17970.10714285714,11171.857142857143,13094.25
d_1928,18916,12035,15449,2016-05-09,18021.035714285714,11202.607142857143,13154.464285714286
d_1929,16971,10580,11828,2016-05-10,18084.571428571428,11208.392857142857,13096.214285714286
d_1930,16191,11314,14743,2016-05-11,18140.89285714286,11266.25,13234.0
d_1931,15498,11491,13514,2016-05-12,18156.214285714286,11309.07142857143,13282.07142857143
d_1932,18471,12320,13282,2016-05-13,18235.35714285714,11363.357142857143,13230.214285714286
d_1933,23037,12366,18905,2016-05-14,18323.678571428572,11360.0,13357.607142857143
d_1934,24704,16249,18968,2016-05-15,18383.39285714286,11450.714285714286,13502.92857142857
d_1935,17721,12228,12413,2016-05-16,18407.285714285714,11535.0,13548.42857142857
d_1936,16150,11370,11257,2016-05-17,18420.35714285714,11551.0,13562.464285714286
d_1937,15678,10375,11043,2016-05-18,18439.285714285714,11578.67857142857,13578.464285714286
d_1938,16297,9162,11504,2016-05-19,18503.89285714286,11562.964285714286,13598.5
d_1939,17430,12303,12819,2016-05-20,18515.85714285714,11623.25,13598.92857142857
d_1940,23103,13681,14734,2016-05-21,18561.178571428572,11673.785714285714,13594.357142857143
d_1941,24644,14815,14879,2016-05-22,18613.214285714286,11764.25,13614.107142857143
