d,CA_1,CA_2,CA_3,CA_4,TX_1,TX_2,TX_3,WI_1,WI_2,WI_3,date,CA_1_rolling_28,CA_2_rolling_28,CA_3_rolling_28,CA_4_rolling_28,TX_1_rolling_28,TX_2_rolling_28,TX_3_rolling_28,WI_1_rolling_28,WI_2_rolling_28,WI_3_rolling_28
d_401,5165,3746,8245,2503,3471,4612,3473,2100,2089,4921,2012-03-04,3657.3928571428573,2703.75,5798.821428571428,1907.4285714285713,2645.1428571428573,3777.0714285714284,2739.75,1822.6785714285713,1984.892857142857,3882.1785714285716
d_402,3893,2306,6450,1846,2810,4367,2914,1607,2192,4318,2012-03-05,3666.5,2705.714285714286,5817.321428571428,1902.75,2654.714285714286,3804.1071428571427,2738.25,1827.642857142857,1986.6785714285713,3887.6428571428573
d_403,3398,2392,5952,1972,2566,3749,2883,1579,2239,4802,2012-03-06,3675.035714285714,2713.8928571428573,5829.321428571428,1907.2142857142858,2655.8214285714284,3810.3928571428573,2741.8928571428573,1830.6785714285713,2003.4642857142858,3945.8928571428573
d_404,3541,2282,5621,2000,2362,3572,2689,1488,1496,3557,2012-03-07,3692.8928571428573,2718.1071428571427,5833.714285714285,1912.0357142857142,2655.8928571428573,3823.1071428571427,2745.1428571428573,1829.9285714285713,1983.0,3920.8214285714284
d_405,3392,2400,5892,1826,2454,3340,2526,1692,1933,4304,2012-03-08,3705.6785714285716,2716.6785714285716,5847.678571428572,1912.6785714285713,2653.25,3822.75,2747.8214285714284,1831.5714285714287,1962.0714285714287,3908.464285714286
d_406,3786,2999,6139,2075,2469,3503,2492,1948,1889,5022,2012-03-09,3715.3214285714284,2728.3928571428573,5848.785714285715,1910.7142857142858,2660.964285714286,3827.6785714285716,2747.1785714285716,1843.8214285714287,1955.142857142857,3958.464285714286
d_407,5354,4000,7050,2289,3350,4693,3465,2361,2042,4955,2012-03-10,3711.4285714285716,2729.8571428571427,5822.214285714285,1905.142857142857,2667.0,3809.1428571428573,2753.714285714286,1837.642857142857,1942.1785714285713,3939.6428571428573
d_408,5502,3997,7672,2724,3400,4928,3645,2020,1827,4897,2012-03-11,3721.1428571428573,2737.75,5842.821428571428,1914.642857142857,2657.5714285714284,3802.964285714286,2747.464285714286,1829.4285714285713,1909.6785714285713,3908.3571428571427
d_409,3643,2417,6361,1787,3261,4191,3207,1623,1723,4288,2012-03-12,3720.035714285714,2738.5714285714284,5861.107142857143,1905.7142857142858,2670.4285714285716,3796.964285714286,2750.0714285714284,1831.4285714285713,1900.25,3926.75
d_410,2836,2025,5476,1690,2997,4386,3041,1691,1533,3425,2012-03-13,3728.3571428571427,2743.6071428571427,5900.142857142857,1910.8214285714287,2693.214285714286,3836.0714285714284,2771.75,1839.9285714285713,1892.642857142857,3927.6428571428573
d_411,2821,1987,5045,1589,2826,3796,2706,1451,1669,3951,2012-03-14,3733.785714285714,2744.035714285714,5908.25,1912.857142857143,2706.3928571428573,3847.964285714286,2785.535714285714,1833.5357142857142,1885.142857142857,3921.0714285714284
d_412,3161,2341,4964,1751,3005,4312,2875,1774,2146,4423,2012-03-15,3745.535714285714,2756.0714285714284,5921.892857142857,1919.4642857142858,2737.6428571428573,3889.8571428571427,2799.464285714286,1838.3214285714287,1902.392857142857,3966.3928571428573
d_413,3737,2358,5107,2001,2964,4073,2830,2069,1679,4133,2012-03-16,3760.75,2750.1428571428573,5914.392857142857,1927.7142857142858,2770.5,3924.785714285714,2810.75,1848.2142857142858,1895.0,3994.3214285714284
d_414,4718,4287,6773,2257,2982,4314,3275,2584,1851,4863,2012-03-17,3767.3214285714284,2770.6071428571427,5923.607142857143,1933.0,2773.9285714285716,3920.8928571428573,2817.9285714285716,1852.607142857143,1884.4642857142858,3998.0
d_415,4966,3674,6983,2034,3599,4824,3485,2054,1885,4190,2012-03-18,3782.714285714286,2782.1428571428573,5952.107142857143,1931.0714285714287,2777.9285714285716,3911.6428571428573,2828.9285714285716,1849.7857142857142,1885.0357142857142,3989.4285714285716
d_416,3621,2553,5302,1862,2506,3594,3090,1535,1720,3404,2012-03-19,3779.1428571428573,2776.3928571428573,5903.535714285715,1929.1785714285713,2767.714285714286,3917.6785714285716,2843.214285714286,1853.107142857143,1889.5,3994.5
d_417,2939,2243,5033,1632,2359,2973,2158,1586,1369,3241,2012-03-20,3783.285714285714,2784.964285714286,5899.428571428572,1926.0,2775.6071428571427,3911.464285714286,2840.1428571428573,1855.8214285714287,1882.2142857142858,4007.285714285714
d_418,2764,2063,4909,1750,2454,3292,2361,1808,1575,3251,2012-03-21,3782.9285714285716,2779.214285714286,5919.357142857143,1935.0,2783.6071428571427,3926.1428571428573,2853.75,1860.4285714285713,1878.0357142857142,4023.1785714285716
d_419,3103,2187,4885,1676,2389,3280,2459,1722,1375,2939,2012-03-22,3793.8214285714284,2772.8214285714284,5925.857142857143,1936.3214285714287,2783.1785714285716,3935.964285714286,2869.535714285714,1863.7142857142858,1866.8214285714287,4022.3214285714284
d_420,3414,2998,5082,1845,2587,3792,2616,1792,1445,3484,2012-03-23,3798.6071428571427,2778.464285714286,5900.214285714285,1938.392857142857,2785.285714285714,3958.3571428571427,2883.6428571428573,1869.357142857143,1857.25,4043.1071428571427
d_421,5211,3462,6117,2081,3103,4826,3204,2556,2032,4497,2012-03-24,3813.0714285714284,2775.3214285714284,5898.535714285715,1940.0357142857142,2798.1428571428573,3979.0,2897.714285714286,1860.4285714285713,1850.6785714285713,4046.8928571428573
d_422,5240,3497,7209,2456,3383,4834,3447,2003,1775,3999,2012-03-25,3842.0,2780.035714285714,5913.714285714285,1954.0714285714287,2803.464285714286,3977.1428571428573,2900.6071428571427,1851.5,1845.2857142857142,4047.785714285714
d_423,3167,2359,5463,1920,2480,3549,2566,1239,1374,3065,2012-03-26,3848.035714285714,2785.285714285714,5920.035714285715,1958.0,2809.1071428571427,3977.1071428571427,2895.6071428571427,1837.5,1834.642857142857,4047.1428571428573
d_424,2889,2079,4239,1661,2175,3219,2505,1572,1528,2782,2012-03-27,3854.535714285714,2790.1785714285716,5910.214285714285,1957.9285714285713,2809.75,3984.1428571428573,2903.1071428571427,1840.0714285714287,1832.4285714285713,4040.464285714286
d_425,2768,2417,4771,1864,2161,2932,2218,1590,1449,2613,2012-03-28,3849.285714285714,2797.3571428571427,5922.607142857143,1964.4285714285713,2809.964285714286,3976.1428571428573,2901.6428571428573,1838.9642857142858,1822.1785714285713,4039.5714285714284
d_426,2625,2267,4415,1595,2123,2918,2263,1554,1517,2602,2012-03-29,3814.3571428571427,2790.75,5881.0,1960.3214285714287,2788.25,3946.3571428571427,2878.3571428571427,1829.5714285714287,1802.75,4003.535714285714
d_427,4255,2703,5549,1961,2582,3732,2698,1900,1893,3459,2012-03-30,3822.5714285714284,2781.75,5860.571428571428,1960.0357142857142,2784.964285714286,3949.964285714286,2871.8214285714284,1835.75,1784.357142857143,3978.785714285714
d_428,4902,3705,6413,2686,2956,4861,3200,2688,2384,4668,2012-03-31,3814.6785714285716,2776.5714285714284,5825.607142857143,1976.1785714285713,2777.6428571428573,3945.0714285714284,2867.535714285714,1842.357142857143,1772.4642857142858,3930.464285714286
d_429,5181,3757,6959,2467,3927,5636,3864,2032,1827,4133,2012-04-01,3815.25,2776.964285714286,5779.678571428572,1974.892857142857,2793.9285714285716,3981.6428571428573,2881.5,1839.9285714285713,1763.107142857143,3902.3214285714284
d_430,3825,2509,6008,2067,2442,3539,2736,1609,1986,4638,2012-04-02,3812.8214285714284,2784.214285714286,5763.892857142857,1982.7857142857142,2780.785714285714,3952.0714285714284,2875.1428571428573,1840.0,1755.75,3913.75
d_431,4005,2635,6124,1921,3349,3831,3033,1658,2151,4326,2012-04-03,3834.5,2792.8928571428573,5770.035714285715,1980.9642857142858,2808.75,3955.0,2880.5,1842.8214285714287,1752.607142857143,3896.75
d_432,3493,2423,5300,1994,2494,3411,2467,1548,1736,3452,2012-04-04,3832.785714285714,2797.9285714285716,5758.571428571428,1980.75,2813.464285714286,3949.25,2872.5714285714284,1844.9642857142858,1761.1785714285713,3893.0
d_433,3973,2441,5677,1989,2984,3681,2917,1666,1836,4204,2012-04-05,3853.535714285714,2799.3928571428573,5750.892857142857,1986.5714285714287,2832.3928571428573,3961.4285714285716,2886.535714285714,1844.0357142857142,1757.7142857142858,3889.4285714285716
d_434,5085,2904,6341,2237,3585,4856,3300,2274,2184,4779,2012-04-06,3899.9285714285716,2796.0,5758.107142857143,1992.357142857143,2872.25,4009.75,2915.3928571428573,1855.6785714285713,1768.25,3880.75
d_435,6035,4306,8069,2922,4307,5775,4249,2922,2029,5024,2012-04-07,3924.25,2806.9285714285716,5794.5,2014.9642857142858,2906.4285714285716,4048.3928571428573,2943.3928571428573,1875.7142857142858,1767.7857142857142,3883.214285714286
d_436,3962,3506,6992,2257,4292,4896,3189,1516,1448,4152,2012-04-08,3869.25,2789.3928571428573,5770.214285714285,1998.2857142857142,2938.285714285714,4047.25,2927.1071428571427,1857.7142857142858,1754.25,3856.6071428571427
d_437,3984,2499,6250,2065,2786,3946,2821,1626,1901,4115,2012-04-09,3881.4285714285716,2792.3214285714284,5766.25,2008.2142857142858,2921.3214285714284,4038.5,2913.3214285714284,1857.8214285714287,1760.607142857143,3850.4285714285716
d_438,3859,2105,5565,1736,2483,3858,2416,1674,1762,3342,2012-04-10,3917.964285714286,2795.1785714285716,5769.428571428572,2009.857142857143,2902.964285714286,4019.6428571428573,2891.0,1857.2142857142858,1768.7857142857142,3847.464285714286
d_439,3310,2467,5225,1766,2883,3798,2691,1588,1788,4059,2012-04-11,3935.4285714285716,2812.3214285714284,5775.857142857143,2016.1785714285713,2905.0,4019.714285714286,2890.464285714286,1862.107142857143,1773.0357142857142,3851.3214285714284
d_440,3293,2452,4662,1563,2769,3486,2743,1720,1756,4124,2012-04-12,3940.1428571428573,2816.285714285714,5765.071428571428,2009.4642857142858,2896.5714285714284,3990.214285714286,2885.75,1860.1785714285713,1759.107142857143,3840.6428571428573
d_441,4136,2722,5106,1845,3131,4182,2942,2111,1725,4038,2012-04-13,3954.3928571428573,2829.285714285714,5765.035714285715,2003.892857142857,2902.535714285714,3994.1071428571427,2889.75,1861.6785714285713,1760.75,3837.25
d_442,5114,3791,6165,2270,3529,4956,3232,2214,1970,5305,2012-04-14,3968.535714285714,2811.5714285714284,5743.321428571428,2004.357142857143,2922.0714285714284,4017.035714285714,2888.214285714286,1848.4642857142858,1765.0,3853.035714285714
d_443,4950,3603,5851,2257,3993,5435,3876,1967,1798,4977,2012-04-15,3967.964285714286,2809.035714285714,5702.892857142857,2012.3214285714287,2936.1428571428573,4038.8571428571427,2902.1785714285716,1845.357142857143,1761.892857142857,3881.1428571428573
d_444,3279,2362,5119,1892,2633,3321,2331,1485,1599,3651,2012-04-16,3955.75,2802.214285714286,5696.357142857143,2013.392857142857,2940.6785714285716,4029.1071428571427,2875.0714285714284,1843.5714285714287,1757.5714285714287,3889.964285714286
d_445,2784,2000,4775,1620,2777,3389,2530,1525,1419,3248,2012-04-17,3950.214285714286,2793.535714285714,5687.142857142857,2012.9642857142858,2955.6071428571427,4043.964285714286,2888.3571428571427,1841.392857142857,1759.357142857143,3890.214285714286
d_446,2764,2238,4547,1809,2378,3312,2159,1316,1316,2860,2012-04-18,3950.214285714286,2799.785714285714,5674.214285714285,2015.0714285714287,2952.8928571428573,4044.6785714285716,2881.1428571428573,1823.8214285714287,1750.107142857143,3876.25
d_447,3330,2194,4488,1793,2413,3338,2271,1212,1256,2529,2012-04-19,3958.3214285714284,2800.035714285714,5660.035714285715,2019.25,2953.75,4046.75,2874.4285714285716,1805.607142857143,1745.857142857143,3861.6071428571427
d_448,4124,2675,5065,1875,2133,3477,2336,1807,1595,3056,2012-04-20,3983.6785714285716,2788.5,5659.428571428572,2020.3214285714287,2937.535714285714,4035.5,2864.4285714285716,1806.142857142857,1751.2142857142858,3846.3214285714284
d_449,5027,3888,6187,2234,3237,4741,2915,2377,1706,4396,2012-04-21,3977.1071428571427,2803.714285714286,5661.928571428572,2025.7857142857142,2942.3214285714284,4032.464285714286,2854.1071428571427,1799.75,1739.5714285714287,3842.714285714286
d_450,5179,3552,6767,2295,3600,4701,3359,1987,1543,3781,2012-04-22,3974.9285714285716,2805.6785714285716,5646.142857142857,2020.0357142857142,2950.0714285714284,4027.714285714286,2850.964285714286,1799.1785714285713,1731.2857142857142,3834.9285714285716
d_451,2968,2374,4991,1884,2789,3351,2739,1558,1140,2876,2012-04-23,3967.8214285714284,2806.214285714286,5629.285714285715,2018.75,2961.1071428571427,4020.6428571428573,2857.1428571428573,1810.5714285714287,1722.9285714285713,3828.1785714285716
d_452,3032,2287,4334,1892,2635,2963,2129,1525,1283,2768,2012-04-24,3972.9285714285716,2813.6428571428573,5632.678571428572,2027.0,2977.535714285714,4011.5,2843.714285714286,1808.892857142857,1714.1785714285713,3827.6785714285716
d_453,2851,2127,4393,1681,2535,2944,2394,1405,1154,2964,2012-04-25,3975.8928571428573,2803.285714285714,5619.178571428572,2020.4642857142858,2990.8928571428573,4011.9285714285716,2850.0,1802.2857142857142,1703.642857142857,3840.214285714286
d_454,3003,2194,4141,1676,2379,3153,2300,1645,1264,2775,2012-04-26,3989.3928571428573,2800.6785714285716,5609.392857142857,2023.357142857143,3000.035714285714,4020.3214285714284,2851.3214285714284,1805.5357142857142,1694.607142857143,3846.3928571428573
d_455,3820,3001,4734,2016,2426,3730,2416,1944,1426,3464,2012-04-27,3973.8571428571427,2811.3214285714284,5580.285714285715,2025.3214285714287,2994.464285714286,4020.25,2841.25,1807.107142857143,1677.9285714285713,3846.5714285714284
d_456,4754,3570,5781,2016,3533,4431,2856,2606,1864,4236,2012-04-28,3968.5714285714284,2806.5,5557.714285714285,2001.392857142857,3015.0714285714284,4004.8928571428573,2828.964285714286,1804.1785714285713,1659.357142857143,3831.1428571428573
d_457,4856,3546,6283,2219,3490,5027,3219,2039,1457,3988,2012-04-29,3956.964285714286,2798.964285714286,5533.571428571428,1992.5357142857142,2999.464285714286,3983.1428571428573,2805.9285714285716,1804.4285714285713,1646.142857142857,3825.964285714286
d_458,3353,2477,4853,2053,2648,3442,2527,1616,1329,3058,2012-04-30,3940.1071428571427,2797.8214285714284,5492.321428571428,1992.0357142857142,3006.8214285714284,3979.6785714285716,2798.464285714286,1804.6785714285713,1622.6785714285713,3769.535714285714
d_459,3605,2540,5534,1914,3102,3603,2872,1699,1686,3735,2012-05-01,3925.8214285714284,2794.4285714285716,5471.25,1991.7857142857142,2998.0,3971.535714285714,2792.714285714286,1806.142857142857,1606.0714285714287,3748.4285714285716
d_460,3514,2464,5282,1707,2616,3342,2513,1654,1568,4579,2012-05-02,3926.5714285714284,2795.8928571428573,5470.607142857143,1981.5357142857142,3002.3571428571427,3969.0714285714284,2794.3571428571427,1809.9285714285713,1600.0714285714287,3788.6785714285716
d_461,3981,2463,5646,1991,3030,4167,2835,1927,1968,4951,2012-05-03,3926.8571428571427,2796.6785714285716,5469.5,1981.607142857143,3004.0,3986.4285714285716,2791.4285714285716,1819.25,1604.7857142857142,3815.3571428571427
d_462,4168,3149,5477,2003,2915,3863,2924,2133,1866,4434,2012-05-04,3894.1071428571427,2805.4285714285716,5438.642857142857,1973.25,2980.0714285714284,3950.964285714286,2778.0,1814.2142857142858,1593.4285714285713,3803.035714285714
d_463,4457,3634,5889,2254,4154,5050,3579,2389,2254,5541,2012-05-05,3837.75,2781.4285714285716,5360.785714285715,1949.392857142857,2974.6071428571427,3925.0714285714284,2754.0714285714284,1795.1785714285713,1601.4642857142858,3821.5
d_464,5695,3998,6403,2463,4429,5615,3579,1869,2131,5347,2012-05-06,3899.6428571428573,2799.0,5339.75,1956.75,2979.5,3950.75,2768.0,1807.7857142857142,1625.857142857143,3864.1785714285716
d_465,4326,2600,6444,1947,3389,4434,3256,1445,1742,3894,2012-05-07,3911.8571428571427,2802.6071428571427,5346.678571428572,1952.5357142857142,3001.035714285714,3968.1785714285716,2783.535714285714,1801.3214285714287,1620.1785714285713,3856.285714285714
d_466,3577,2530,6187,1951,2592,3438,2482,1545,1938,4193,2012-05-08,3901.785714285714,2817.785714285714,5368.892857142857,1960.2142857142858,3004.9285714285716,3953.1785714285716,2785.8928571428573,1796.7142857142858,1626.4642857142858,3886.6785714285716
d_467,3501,2393,5455,1885,2554,3953,2658,1467,2063,4275,2012-05-09,3908.6071428571427,2815.1428571428573,5377.107142857143,1964.4642857142858,2993.1785714285716,3958.714285714286,2784.714285714286,1792.392857142857,1636.2857142857142,3894.3928571428573
d_468,3735,2407,5380,1817,2566,3195,2334,1546,1809,3375,2012-05-10,3924.3928571428573,2813.535714285714,5402.75,1973.5357142857142,2985.9285714285716,3948.3214285714284,2770.1071428571427,1786.1785714285713,1638.1785714285713,3867.6428571428573
d_469,4293,2916,5521,2054,2835,3743,2693,1878,2156,4725,2012-05-11,3930.0,2820.464285714286,5417.571428571428,1981.0,2975.3571428571427,3932.6428571428573,2761.214285714286,1777.857142857143,1653.5714285714287,3892.1785714285716
d_470,5546,3609,6575,2130,3714,4953,3604,2369,2324,6048,2012-05-12,3945.4285714285716,2813.964285714286,5432.214285714285,1976.0,2981.964285714286,3932.535714285714,2774.5,1783.392857142857,1666.2142857142858,3918.714285714286
d_471,4390,3166,5418,1833,3651,4766,3260,1757,1376,4152,2012-05-13,3925.4285714285716,2798.3571428571427,5416.75,1960.857142857143,2969.75,3908.6428571428573,2752.5,1775.892857142857,1651.142857142857,3889.25
d_472,3397,2288,5483,1952,2883,4062,2848,1450,2018,5202,2012-05-14,3929.6428571428573,2795.714285714286,5429.75,1963.0,2978.6785714285716,3935.1071428571427,2770.964285714286,1774.642857142857,1666.107142857143,3944.6428571428573
d_473,3429,2380,5273,2062,2874,4082,2876,1633,2345,4804,2012-05-15,3952.6785714285716,2809.285714285714,5447.535714285715,1978.7857142857142,2982.1428571428573,3959.8571428571427,2783.3214285714284,1778.5,1699.1785714285713,4000.214285714286
d_474,3570,2369,4752,1899,2576,3433,2685,1771,1999,3623,2012-05-16,3981.464285714286,2813.964285714286,5454.857142857143,1982.0,2989.214285714286,3964.1785714285716,2802.1071428571427,1794.75,1723.5714285714287,4027.464285714286
d_475,3339,2327,4772,1781,2421,3197,2577,1717,1679,3513,2012-05-17,3981.785714285714,2818.714285714286,5465.0,1981.5714285714287,2989.5,3959.1428571428573,2813.035714285714,1812.7857142857142,1738.6785714285713,4062.6071428571427
d_476,4107,2871,5615,2204,2723,3842,2875,1831,2090,4153,2012-05-18,3981.1785714285716,2825.714285714286,5484.642857142857,1993.3214285714287,3010.5714285714284,3972.1785714285716,2832.285714285714,1813.642857142857,1756.357142857143,4101.785714285715
d_477,4904,4066,6325,2105,3384,4623,3204,2386,2139,4793,2012-05-19,3976.785714285714,2832.0714285714284,5489.571428571428,1988.7142857142858,3015.8214285714284,3967.964285714286,2842.6071428571427,1813.9642857142858,1771.8214285714287,4115.964285714285
d_478,5477,3717,6471,2482,3891,4940,3622,2068,2025,4821,2012-05-20,3987.4285714285716,2837.964285714286,5479.0,1995.392857142857,3026.214285714286,3976.5,2852.0,1816.857142857143,1789.0357142857142,4153.107142857143
