d,total_sales,date,weekday,wday,month,year,event_name_1,event_type_1,snap_CA,snap_TX,snap_WI,rolling_28_sales
d_1633,47784,2015-07-19,Sunday,2,7,2015,,,0,0,0,39679.32142857143
d_1634,37547,2015-07-20,Monday,3,7,2015,,,0,0,0,39775.78571428572
d_1635,34138,2015-07-21,Tuesday,4,7,2015,,,0,0,0,39813.892857142855
d_1636,33376,2015-07-22,Wednesday,5,7,2015,,,0,0,0,39876.53571428572
d_1637,34195,2015-07-23,Thursday,6,7,2015,,,0,0,0,39941.5
d_1638,38441,2015-07-24,Friday,7,7,2015,,,0,0,0,40030.642857142855
d_1639,42624,2015-07-25,Saturday,1,7,2015,,,0,0,0,40045.32142857143
d_1640,44192,2015-07-26,Sunday,2,7,2015,,,0,0,0,40089.82142857143
d_1641,36126,2015-07-27,Monday,3,7,2015,,,0,0,0,40168.32142857143
d_1642,32955,2015-07-28,Tuesday,4,7,2015,,,0,0,0,40196.03571428572
d_1643,31593,2015-07-29,Wednesday,5,7,2015,,,0,0,0,39964.46428571428
d_1644,33587,2015-07-30,Thursday,6,7,2015,,,0,0,0,39669.57142857143
d_1645,41478,2015-07-31,Friday,7,7,2015,,,0,0,0,39216.857142857145
d_1646,49150,2015-08-01,Saturday,1,8,2015,,,1,1,0,39633.32142857143
d_1647,51541,2015-08-02,Sunday,2,8,2015,,,1,0,1,39919.357142857145
d_1648,45257,2015-08-03,Monday,3,8,2015,,,1,1,1,40052.17857142857
d_1649,37658,2015-08-04,Tuesday,4,8,2015,,,1,0,0,40063.0
d_1650,38279,2015-08-05,Wednesday,5,8,2015,,,1,1,1,40142.642857142855
d_1651,37798,2015-08-06,Thursday,6,8,2015,,,1,1,1,40127.92857142857
d_1652,40137,2015-08-07,Friday,7,8,2015,,,1,1,0,40136.57142857143
d_1653,48104,2015-08-08,Saturday,1,8,2015,,,1,0,1,40161.53571428572
d_1654,51961,2015-08-09,Sunday,2,8,2015,,,1,1,1,40246.07142857143
d_1655,38324,2015-08-10,Monday,3,8,2015,,,1,0,0,40219.857142857145
d_1656,36449,2015-08-11,Tuesday,4,8,2015,,,0,1,1,40206.21428571428
d_1657,37351,2015-08-12,Wednesday,5,8,2015,,,0,1,1,40179.642857142855
d_1658,36055,2015-08-13,Thursday,6,8,2015,,,0,1,0,40128.82142857143
d_1659,40762,2015-08-14,Friday,7,8,2015,,,0,0,1,40090.07142857143
d_1660,48436,2015-08-15,Saturday,1,8,2015,,,0,1,1,40189.21428571428
d_1661,50540,2015-08-16,Sunday,2,8,2015,,,0,0,0,40287.642857142855
d_1662,39112,2015-08-17,Monday,3,8,2015,,,0,0,0,40343.53571428572
d_1663,35245,2015-08-18,Tuesday,4,8,2015,,,0,0,0,40383.07142857143
d_1664,33707,2015-08-19,Wednesday,5,8,2015,,,0,0,0,40394.892857142855
d_1665,32516,2015-08-20,Thursday,6,8,2015,,,0,0,0,40334.92857142857
d_1666,36963,2015-08-21,Friday,7,8,2015,,,0,0,0,40282.142857142855
d_1667,45080,2015-08-22,Saturday,1,8,2015,,,0,0,0,40369.857142857145
d_1668,47596,2015-08-23,Sunday,2,8,2015,,,0,0,0,40491.42857142857
d_1669,35093,2015-08-24,Monday,3,8,2015,,,0,0,0,40454.53571428572
d_1670,31295,2015-08-25,Tuesday,4,8,2015,,,0,0,0,40395.25
d_1671,31967,2015-08-26,Wednesday,5,8,2015,,,0,0,0,40408.607142857145
d_1672,32076,2015-08-27,Thursday,6,8,2015,,,0,0,0,40354.642857142855
d_1673,36251,2015-08-28,Friday,7,8,2015,,,0,0,0,40167.96428571428
d_1674,45236,2015-08-29,Saturday,1,8,2015,,,0,0,0,40028.17857142857
d_1675,48517,2015-08-30,Sunday,2,8,2015,,,0,0,0,39920.17857142857
d_1676,35885,2015-08-31,Monday,3,8,2015,,,0,0,0,39585.46428571428
d_1677,37955,2015-09-01,Tuesday,4,9,2015,,,1,1,0,39596.07142857143
d_1678,36590,2015-09-02,Wednesday,5,9,2015,,,1,0,1,39535.75
d_1679,39619,2015-09-03,Thursday,6,9,2015,,,1,1,1,39600.78571428572
d_1680,39270,2015-09-04,Friday,7,9,2015,,,1,0,0,39569.82142857143
d_1681,47487,2015-09-05,Saturday,1,9,2015,,,1,1,1,39547.78571428572
d_1682,45248,2015-09-06,Sunday,2,9,2015,,,1,1,1,39308.03571428572
d_1683,45762,2015-09-07,Monday,3,9,2015,LaborDay,National,1,1,0,39573.67857142857
d_1684,36169,2015-09-08,Tuesday,4,9,2015,,,1,0,1,39563.67857142857
d_1685,38102,2015-09-09,Wednesday,5,9,2015,,,1,1,1,39590.5
d_1686,35693,2015-09-10,Thursday,6,9,2015,,,1,0,0,39577.57142857143
d_1687,40286,2015-09-11,Friday,7,9,2015,,,0,1,1,39560.57142857143
d_1688,50103,2015-09-12,Saturday,1,9,2015,,,0,1,1,39620.107142857145
d_1689,51340,2015-09-13,Sunday,2,9,2015,,,0,1,0,39648.67857142857
d_1690,38071,2015-09-14,Monday,3,9,2015,,,0,0,1,39611.5
d_1691,37425,2015-09-15,Tuesday,4,9,2015,,,0,1,1,39689.357142857145
d_1692,33645,2015-09-16,Wednesday,5,9,2015,,,0,0,0,39687.142857142855
d_1693,33998,2015-09-17,Thursday,6,9,2015,,,0,0,0,39740.07142857143
d_1694,38689,2015-09-18,Friday,7,9,2015,,,0,0,0,39801.71428571428
d_1695,48279,2015-09-19,Saturday,1,9,2015,,,0,0,0,39915.96428571428
d_1696,49979,2015-09-20,Sunday,2,9,2015,,,0,0,0,40001.07142857143
d_1697,36145,2015-09-21,Monday,3,9,2015,,,0,0,0,40038.642857142855
d_1698,33518,2015-09-22,Tuesday,4,9,2015,,,0,0,0,40118.03571428572
d_1699,33497,2015-09-23,Wednesday,5,9,2015,,,0,0,0,40172.67857142857
d_1700,32967,2015-09-24,Thursday,6,9,2015,EidAlAdha,Religious,0,0,0,40204.5
d_1701,38680,2015-09-25,Friday,7,9,2015,,,0,0,0,40291.25
d_1702,46636,2015-09-26,Saturday,1,9,2015,,,0,0,0,40341.25
d_1703,47613,2015-09-27,Sunday,2,9,2015,,,0,0,0,40308.96428571428
d_1704,34262,2015-09-28,Monday,3,9,2015,,,0,0,0,40251.0
d_1705,30615,2015-09-29,Tuesday,4,9,2015,,,0,0,0,39988.857142857145
d_1706,31270,2015-09-30,Wednesday,5,9,2015,,,0,0,0,39798.857142857145
d_1707,37677,2015-10-01,Thursday,6,10,2015,,,1,1,0,39729.5
d_1708,44376,2015-10-02,Friday,7,10,2015,,,1,0,1,39911.857142857145
d_1709,54687,2015-10-03,Saturday,1,10,2015,,,1,1,1,40169.0
d_1710,52895,2015-10-04,Sunday,2,10,2015,,,1,0,0,40442.107142857145
d_1711,42474,2015-10-05,Monday,3,10,2015,,,1,1,1,40324.67857142857
d_1712,38855,2015-10-06,Tuesday,4,10,2015,,,1,1,1,40420.607142857145
d_1713,35887,2015-10-07,Wednesday,5,10,2015,,,1,1,0,40341.5
d_1714,37819,2015-10-08,Thursday,6,10,2015,,,1,0,1,40417.42857142857
d_1715,43595,2015-10-09,Friday,7,10,2015,,,1,1,1,40535.607142857145
d_1716,48787,2015-10-10,Saturday,1,10,2015,,,1,0,0,40488.607142857145
d_1717,49704,2015-10-11,Sunday,2,10,2015,,,0,1,1,40430.17857142857
d_1718,42240,2015-10-12,Monday,3,10,2015,ColumbusDay,National,0,1,1,40579.07142857143
d_1719,35681,2015-10-13,Tuesday,4,10,2015,,,0,1,0,40516.78571428572
d_1720,34248,2015-10-14,Wednesday,5,10,2015,,,0,0,1,40538.32142857143
d_1721,36353,2015-10-15,Thursday,6,10,2015,,,0,1,1,40622.42857142857
d_1722,38422,2015-10-16,Friday,7,10,2015,,,0,0,0,40612.892857142855
d_1723,47813,2015-10-17,Saturday,1,10,2015,,,0,0,0,40596.25
d_1724,48964,2015-10-18,Sunday,2,10,2015,,,0,0,0,40560.0
d_1725,35302,2015-10-19,Monday,3,10,2015,,,0,0,0,40529.892857142855
d_1726,33104,2015-10-20,Tuesday,4,10,2015,,,0,0,0,40515.107142857145
d_1727,32411,2015-10-21,Wednesday,5,10,2015,,,0,0,0,40476.32142857143
d_1728,32770,2015-10-22,Thursday,6,10,2015,,,0,0,0,40469.28571428572
d_1729,38021,2015-10-23,Friday,7,10,2015,,,0,0,0,40445.75
d_1730,45006,2015-10-24,Saturday,1,10,2015,,,0,0,0,40387.53571428572
d_1731,46179,2015-10-25,Sunday,2,10,2015,,,0,0,0,40336.32142857143
d_1732,35092,2015-10-26,Monday,3,10,2015,,,0,0,0,40365.96428571428
d_1733,32319,2015-10-27,Tuesday,4,10,2015,,,0,0,0,40426.82142857143
d_1734,31267,2015-10-28,Wednesday,5,10,2015,,,0,0,0,40426.71428571428
d_1735,33232,2015-10-29,Thursday,6,10,2015,,,0,0,0,40267.96428571428
d_1736,40514,2015-10-30,Friday,7,10,2015,,,0,0,0,40130.03571428572
d_1737,42743,2015-10-31,Saturday,1,10,2015,Halloween,Cultural,0,0,0,39703.46428571428
d_1738,46994,2015-11-01,Sunday,2,11,2015,,,1,1,0,39492.71428571428
d_1739,36457,2015-11-02,Monday,3,11,2015,,,1,0,1,39277.82142857143
d_1740,37997,2015-11-03,Tuesday,4,11,2015,,,1,1,1,39247.17857142857
d_1741,32102,2015-11-04,Wednesday,5,11,2015,,,1,0,0,39112.0
d_1742,34675,2015-11-05,Thursday,6,11,2015,,,1,1,1,38999.71428571428
d_1743,39621,2015-11-06,Friday,7,11,2015,,,1,1,1,38857.78571428572
d_1744,47341,2015-11-07,Saturday,1,11,2015,,,1,1,0,38806.142857142855
d_1745,48411,2015-11-08,Sunday,2,11,2015,,,1,0,1,38759.96428571428
d_1746,36915,2015-11-09,Monday,3,11,2015,,,1,1,1,38569.78571428572
d_1747,33374,2015-11-10,Tuesday,4,11,2015,,,1,0,0,38487.392857142855
d_1748,33338,2015-11-11,Wednesday,5,11,2015,VeteransDay,National,0,1,1,38454.892857142855
d_1749,33242,2015-11-12,Thursday,6,11,2015,,,0,1,1,38343.78571428572
d_1750,36195,2015-11-13,Friday,7,11,2015,,,0,1,0,38264.25
d_1751,47342,2015-11-14,Saturday,1,11,2015,,,0,0,1,38247.42857142857
d_1752,49755,2015-11-15,Sunday,2,11,2015,,,0,1,1,38275.67857142857
d_1753,35735,2015-11-16,Monday,3,11,2015,,,0,0,0,38291.142857142855
d_1754,29174,2015-11-17,Tuesday,4,11,2015,,,0,0,0,38150.78571428572
d_1755,32160,2015-11-18,Wednesday,5,11,2015,,,0,0,0,38141.82142857143
d_1756,32365,2015-11-19,Thursday,6,11,2015,,,0,0,0,38127.357142857145
d_1757,38357,2015-11-20,Friday,7,11,2015,,,0,0,0,38139.357142857145
d_1758,42793,2015-11-21,Saturday,1,11,2015,,,0,0,0,38060.32142857143
d_1759,44925,2015-11-22,Sunday,2,11,2015,,,0,0,0,38015.53571428572
d_1760,35140,2015-11-23,Monday,3,11,2015,,,0,0,0,38017.25
d_1761,34222,2015-11-24,Tuesday,4,11,2015,,,0,0,0,38085.21428571428
d_1762,40124,2015-11-25,Wednesday,5,11,2015,,,0,0,0,38401.53571428572
d_1763,23631,2015-11-26,Thursday,6,11,2015,Thanksgiving,National,0,0,0,38058.642857142855
d_1764,27581,2015-11-27,Friday,7,11,2015,,,0,0,0,37596.75
d_1765,34212,2015-11-28,Saturday,1,11,2015,,,0,0,0,37292.07142857143
d_1766,37782,2015-11-29,Sunday,2,11,2015,,,0,0,0,36963.07142857143
d_1767,32016,2015-11-30,Monday,3,11,2015,,,0,0,0,36804.46428571428
d_1768,34818,2015-12-01,Tuesday,4,12,2015,,,1,1,0,36690.92857142857
d_1769,33732,2015-12-02,Wednesday,5,12,2015,,,1,0,1,36749.142857142855
d_1770,38029,2015-12-03,Thursday,6,12,2015,,,1,1,1,36868.92857142857
d_1771,38187,2015-12-04,Friday,7,12,2015,,,1,0,0,36817.71428571428
d_1772,47025,2015-12-05,Saturday,1,12,2015,,,1,1,1,36806.42857142857
d_1773,48415,2015-12-06,Sunday,2,12,2015,,,1,1,1,36806.57142857143
d_1774,35408,2015-12-07,Monday,3,12,2015,,,1,1,0,36752.75
d_1775,32913,2015-12-08,Tuesday,4,12,2015,,,1,0,1,36736.28571428572
d_1776,33690,2015-12-09,Wednesday,5,12,2015,,,1,1,1,36748.857142857145
d_1777,32159,2015-12-10,Thursday,6,12,2015,,,1,0,0,36710.17857142857
d_1778,36343,2015-12-11,Friday,7,12,2015,,,0,1,1,36715.46428571428
d_1779,45975,2015-12-12,Saturday,1,12,2015,,,0,1,1,36666.642857142855
d_1780,45133,2015-12-13,Sunday,2,12,2015,,,0,1,0,36501.57142857143
d_1781,37522,2015-12-14,Monday,3,12,2015,Chanukah End,Religious,0,0,1,36565.392857142855
d_1782,36130,2015-12-15,Tuesday,4,12,2015,,,0,1,1,36813.82142857143
d_1783,34123,2015-12-16,Wednesday,5,12,2015,,,0,0,0,36883.92857142857
d_1784,35454,2015-12-17,Thursday,6,12,2015,,,0,0,0,36994.25
d_1785,34756,2015-12-18,Friday,7,12,2015,,,0,0,0,36865.642857142855
d_1786,43488,2015-12-19,Saturday,1,12,2015,,,0,0,0,36890.46428571428
d_1787,43011,2015-12-20,Sunday,2,12,2015,,,0,0,0,36822.107142857145
d_1788,35522,2015-12-21,Monday,3,12,2015,,,0,0,0,36835.75
d_1789,36612,2015-12-22,Tuesday,4,12,2015,,,0,0,0,36921.107142857145
d_1790,38752,2015-12-23,Wednesday,5,12,2015,,,0,0,0,36872.107142857145
d_1791,36227,2015-12-24,Thursday,6,12,2015,,,0,0,0,37321.96428571428
d_1792,14,2015-12-25,Friday,7,12,2015,Christmas,National,0,0,0,36337.42857142857
d_1793,38377,2015-12-26,Saturday,1,12,2015,,,0,0,0,36486.17857142857
d_1794,35378,2015-12-27,Sunday,2,12,2015,,,0,0,0,36400.32142857143
d_1795,29964,2015-12-28,Monday,3,12,2015,,,0,0,0,36327.03571428572
d_1796,31893,2015-12-29,Tuesday,4,12,2015,,,0,0,0,36222.57142857143
d_1797,34127,2015-12-30,Wednesday,5,12,2015,,,0,0,0,36236.67857142857
d_1798,43059,2015-12-31,Thursday,6,12,2015,,,0,0,0,36416.32142857143
d_1799,32651,2016-01-01,Friday,7,1,2016,NewYear,National,1,1,0,36218.607142857145
d_1800,44737,2016-01-02,Saturday,1,1,2016,,,1,0,1,36136.892857142855
d_1801,44340,2016-01-03,Sunday,2,1,2016,,,1,1,1,35991.357142857145
d_1802,36693,2016-01-04,Monday,3,1,2016,,,1,0,0,36037.25
d_1803,35306,2016-01-05,Tuesday,4,1,2016,,,1,1,1,36122.71428571428
d_1804,32685,2016-01-06,Wednesday,5,1,2016,,,1,1,1,36086.82142857143
d_1805,35944,2016-01-07,Thursday,6,1,2016,OrthodoxChristmas,Religious,1,1,0,36222.0
d_1806,38936,2016-01-08,Friday,7,1,2016,,,1,0,1,36314.607142857145
d_1807,52880,2016-01-09,Saturday,1,1,2016,,,1,1,1,36561.21428571428
d_1808,47369,2016-01-10,Sunday,2,1,2016,,,1,0,0,36641.07142857143
d_1809,37986,2016-01-11,Monday,3,1,2016,,,0,1,1,36657.642857142855
d_1810,35122,2016-01-12,Tuesday,4,1,2016,,,0,1,1,36621.642857142855
d_1811,32231,2016-01-13,Wednesday,5,1,2016,,,0,1,0,36554.07142857143
d_1812,35856,2016-01-14,Thursday,6,1,2016,,,0,0,1,36568.42857142857
d_1813,41790,2016-01-15,Friday,7,1,2016,,,0,1,1,36819.642857142855
d_1814,51146,2016-01-16,Saturday,1,1,2016,,,0,0,0,37093.142857142855
d_1815,45533,2016-01-17,Sunday,2,1,2016,,,0,0,0,37183.21428571428
d_1816,38340,2016-01-18,Monday,3,1,2016,MartinLutherKingDay,National,0,0,0,37283.857142857145
d_1817,31988,2016-01-19,Tuesday,4,1,2016,,,0,0,0,37118.71428571428
d_1818,32684,2016-01-20,Wednesday,5,1,2016,,,0,0,0,36902.0
d_1819,31779,2016-01-21,Thursday,6,1,2016,,,0,0,0,36743.142857142855
d_1820,36307,2016-01-22,Friday,7,1,2016,,,0,0,0,38039.32142857143
d_1821,48927,2016-01-23,Saturday,1,1,2016,,,0,0,0,38416.107142857145
d_1822,47832,2016-01-24,Sunday,2,1,2016,,,0,0,0,38860.892857142855
d_1823,34389,2016-01-25,Monday,3,1,2016,,,0,0,0,39018.92857142857
d_1824,30446,2016-01-26,Tuesday,4,1,2016,,,0,0,0,38967.25
d_1825,31349,2016-01-27,Wednesday,5,1,2016,,,0,0,0,38868.03571428572
d_1826,32466,2016-01-28,Thursday,6,1,2016,,,0,0,0,38489.71428571428
d_1827,37639,2016-01-29,Friday,7,1,2016,,,0,0,0,38667.857142857145
d_1828,49104,2016-01-30,Saturday,1,1,2016,,,0,0,0,38823.82142857143
d_1829,50831,2016-01-31,Sunday,2,1,2016,,,0,0,0,39055.642857142855
d_1830,41714,2016-02-01,Monday,3,2,2016,,,1,1,0,39234.96428571428
d_1831,34928,2016-02-02,Tuesday,4,2,2016,,,1,0,1,39221.46428571428
d_1832,39340,2016-02-03,Wednesday,5,2,2016,,,1,1,1,39459.142857142855
d_1833,35424,2016-02-04,Thursday,6,2,2016,,,1,0,0,39440.57142857143
d_1834,40193,2016-02-05,Friday,7,2,2016,,,1,1,1,39485.46428571428
d_1835,55040,2016-02-06,Saturday,1,2,2016,,,1,1,1,39562.607142857145
d_1836,46893,2016-02-07,Sunday,2,2,2016,SuperBowl,Sporting,1,1,0,39545.607142857145
d_1837,36804,2016-02-08,Monday,3,2,2016,,,1,0,1,39503.392857142855
d_1838,38513,2016-02-09,Tuesday,4,2,2016,,,1,1,1,39624.5
d_1839,39353,2016-02-10,Wednesday,5,2,2016,LentStart,Religious,1,0,0,39878.857142857145
d_1840,44584,2016-02-11,Thursday,6,2,2016,,,0,1,1,40190.57142857143
d_1841,44222,2016-02-12,Friday,7,2,2016,,,0,1,1,40277.42857142857
d_1842,53715,2016-02-13,Saturday,1,2,2016,,,0,1,0,40369.17857142857
d_1843,48337,2016-02-14,Sunday,2,2,2016,ValentinesDay,Cultural,0,0,1,40469.32142857143
d_1844,46152,2016-02-15,Monday,3,2,2016,PresidentsDay,National,0,1,1,40748.32142857143
d_1845,37702,2016-02-16,Tuesday,4,2,2016,,,0,0,0,40952.392857142855
d_1846,36545,2016-02-17,Wednesday,5,2,2016,LentWeek2,Religious,0,0,0,41090.28571428572
d_1847,36436,2016-02-18,Thursday,6,2,2016,,,0,0,0,41256.607142857145
d_1848,40392,2016-02-19,Friday,7,2,2016,,,0,0,0,41402.5
d_1849,50857,2016-02-20,Saturday,1,2,2016,,,0,0,0,41471.42857142857
d_1850,52081,2016-02-21,Sunday,2,2,2016,,,0,0,0,41623.17857142857
d_1851,37328,2016-02-22,Monday,3,2,2016,,,0,0,0,41728.142857142855
d_1852,33981,2016-02-23,Tuesday,4,2,2016,,,0,0,0,41854.392857142855
d_1853,34068,2016-02-24,Wednesday,5,2,2016,,,0,0,0,41951.5
d_1854,34615,2016-02-25,Thursday,6,2,2016,,,0,0,0,42028.25
d_1855,37649,2016-02-26,Friday,7,2,2016,,,0,0,0,42028.607142857145
d_1856,47887,2016-02-27,Saturday,1,2,2016,,,0,0,0,41985.142857142855
d_1857,50915,2016-02-28,Sunday,2,2,2016,,,0,0,0,41988.142857142855
d_1858,37259,2016-02-29,Monday,3,2,2016,,,0,0,0,41829.03571428572
d_1859,36536,2016-03-01,Tuesday,4,3,2016,,,1,1,0,41886.46428571428
d_1860,38458,2016-03-02,Wednesday,5,3,2016,,,1,0,1,41854.96428571428
d_1861,41459,2016-03-03,Thursday,6,3,2016,,,1,1,1,42070.5
d_1862,39325,2016-03-04,Friday,7,3,2016,,,1,0,0,42039.5
d_1863,52322,2016-03-05,Saturday,1,3,2016,,,1,1,1,41942.42857142857
d_1864,57218,2016-03-06,Sunday,2,3,2016,,,1,1,1,42311.17857142857
d_1865,40562,2016-03-07,Monday,3,3,2016,,,1,1,0,42445.392857142855
d_1866,37727,2016-03-08,Tuesday,4,3,2016,,,1,0,1,42417.32142857143
d_1867,37032,2016-03-09,Wednesday,5,3,2016,,,1,1,1,42334.42857142857
d_1868,38267,2016-03-10,Thursday,6,3,2016,,,1,0,0,42108.82142857143
d_1869,40887,2016-03-11,Friday,7,3,2016,,,0,1,1,41989.71428571428
d_1870,52711,2016-03-12,Saturday,1,3,2016,,,0,1,1,41953.857142857145
d_1871,51421,2016-03-13,Sunday,2,3,2016,,,0,1,0,42064.0
d_1872,42035,2016-03-14,Monday,3,3,2016,,,0,0,1,41916.96428571428
d_1873,40117,2016-03-15,Tuesday,4,3,2016,,,0,1,1,42003.21428571428
d_1874,36606,2016-03-16,Wednesday,5,3,2016,,,0,0,0,42005.392857142855
d_1875,35009,2016-03-17,Thursday,6,3,2016,StPatricksDay,Cultural,0,0,0,41954.42857142857
d_1876,39652,2016-03-18,Friday,7,3,2016,,,0,0,0,41928.0
d_1877,46181,2016-03-19,Saturday,1,3,2016,,,0,0,0,41761.0
d_1878,47825,2016-03-20,Sunday,2,3,2016,,,0,0,0,41609.0
d_1879,37360,2016-03-21,Monday,3,3,2016,,,0,0,0,41610.142857142855
d_1880,35475,2016-03-22,Tuesday,4,3,2016,,,0,0,0,41663.5
d_1881,34786,2016-03-23,Wednesday,5,3,2016,,,0,0,0,41689.142857142855
d_1882,34003,2016-03-24,Thursday,6,3,2016,Purim End,Religious,0,0,0,41667.28571428572
d_1883,45611,2016-03-25,Friday,7,3,2016,,,0,0,0,41951.642857142855
d_1884,53863,2016-03-26,Saturday,1,3,2016,,,0,0,0,42165.07142857143
d_1885,46360,2016-03-27,Sunday,2,3,2016,Easter,Cultural,0,0,0,42002.392857142855
d_1886,36041,2016-03-28,Monday,3,3,2016,,,0,0,0,41958.892857142855
d_1887,33857,2016-03-29,Tuesday,4,3,2016,,,0,0,0,41863.21428571428
d_1888,32359,2016-03-30,Wednesday,5,3,2016,,,0,0,0,41645.392857142855
d_1889,34681,2016-03-31,Thursday,6,3,2016,,,0,0,0,41403.32142857143
d_1890,45536,2016-04-01,Friday,7,4,2016,,,1,1,0,41625.142857142855
d_1891,52672,2016-04-02,Saturday,1,4,2016,,,1,0,1,41637.642857142855
d_1892,56425,2016-04-03,Sunday,2,4,2016,,,1,1,1,41609.32142857143
d_1893,40418,2016-04-04,Monday,3,4,2016,,,1,0,0,41604.17857142857
d_1894,39683,2016-04-05,Tuesday,4,4,2016,,,1,1,1,41674.03571428572
d_1895,39134,2016-04-06,Wednesday,5,4,2016,,,1,1,1,41749.107142857145
d_1896,38116,2016-04-07,Thursday,6,4,2016,,,1,1,0,41743.71428571428
d_1897,43220,2016-04-08,Friday,7,4,2016,,,1,0,1,41827.03571428572
d_1898,56340,2016-04-09,Saturday,1,4,2016,,,1,1,1,41956.642857142855
d_1899,53856,2016-04-10,Sunday,2,4,2016,,,1,0,0,42043.607142857145
d_1900,42427,2016-04-11,Monday,3,4,2016,,,0,1,1,42057.607142857145
d_1901,39069,2016-04-12,Tuesday,4,4,2016,,,0,1,1,42020.17857142857
d_1902,35193,2016-04-13,Wednesday,5,4,2016,,,0,1,0,41969.71428571428
d_1903,37529,2016-04-14,Thursday,6,4,2016,,,0,0,1,42059.71428571428
d_1904,41789,2016-04-15,Friday,7,4,2016,,,0,1,1,42136.03571428572
d_1905,48362,2016-04-16,Saturday,1,4,2016,,,0,0,0,42213.92857142857
d_1906,51640,2016-04-17,Sunday,2,4,2016,,,0,0,0,42350.17857142857
d_1907,38059,2016-04-18,Monday,3,4,2016,,,0,0,0,42375.142857142855
d_1908,37570,2016-04-19,Tuesday,4,4,2016,,,0,0,0,42449.96428571428
d_1909,35343,2016-04-20,Wednesday,5,4,2016,,,0,0,0,42469.857142857145
d_1910,35033,2016-04-21,Thursday,6,4,2016,,,0,0,0,42506.642857142855
d_1911,40517,2016-04-22,Friday,7,4,2016,,,0,0,0,42324.71428571428
d_1912,48962,2016-04-23,Saturday,1,4,2016,,,0,0,0,42149.67857142857
d_1913,49795,2016-04-24,Sunday,2,4,2016,,,0,0,0,42272.357142857145
d_1914,38793,2016-04-25,Monday,3,4,2016,,,0,0,0,42370.642857142855
d_1915,35487,2016-04-26,Tuesday,4,4,2016,,,0,0,0,42428.857142857145
d_1916,34445,2016-04-27,Wednesday,5,4,2016,,,0,0,0,42503.357142857145
d_1917,34732,2016-04-28,Thursday,6,4,2016,,,0,0,0,42505.17857142857
d_1918,42896,2016-04-29,Friday,7,4,2016,,,0,0,0,42410.892857142855
d_1919,50429,2016-04-30,Saturday,1,4,2016,Pesach End,Religious,0,0,0,42330.78571428572
d_1920,53032,2016-05-01,Sunday,2,5,2016,OrthodoxEaster,Religious,1,1,0,42209.607142857145
d_1921,43181,2016-05-02,Monday,3,5,2016,,,1,0,1,42308.28571428572
d_1922,44314,2016-05-03,Tuesday,4,5,2016,,,1,1,1,42473.67857142857
d_1923,39601,2016-05-04,Wednesday,5,5,2016,,,1,0,0,42490.357142857145
d_1924,40763,2016-05-05,Thursday,6,5,2016,Cinco De Mayo,Cultural,1,1,1,42584.892857142855
d_1925,43805,2016-05-06,Friday,7,5,2016,,,1,1,1,42605.78571428572
d_1926,54239,2016-05-07,Saturday,1,5,2016,,,1,1,0,42530.75
d_1927,45609,2016-05-08,Sunday,2,5,2016,Mother's day,Cultural,1,0,1,42236.21428571428
d_1928,46400,2016-05-09,Monday,3,5,2016,,,1,1,1,42378.107142857145
d_1929,39379,2016-05-10,Tuesday,4,5,2016,,,1,0,0,42389.17857142857
d_1930,42248,2016-05-11,Wednesday,5,5,2016,,,0,1,1,42641.142857142855
d_1931,40503,2016-05-12,Thursday,6,5,2016,,,0,1,1,42747.357142857145
d_1932,44073,2016-05-13,Friday,7,5,2016,,,0,1,0,42828.92857142857
d_1933,54308,2016-05-14,Saturday,1,5,2016,,,0,0,1,43041.28571428572
d_1934,59921,2016-05-15,Sunday,2,5,2016,,,0,1,1,43337.03571428572
d_1935,42362,2016-05-16,Monday,3,5,2016,,,0,0,0,43490.71428571428
d_1936,38777,2016-05-17,Tuesday,4,5,2016,,,0,0,0,43533.82142857143
d_1937,37096,2016-05-18,Wednesday,5,5,2016,,,0,0,0,43596.42857142857
d_1938,36963,2016-05-19,Thursday,6,5,2016,,,0,0,0,43665.357142857145
d_1939,42552,2016-05-20,Friday,7,5,2016,,,0,0,0,43738.03571428572
d_1940,51518,2016-05-21,Saturday,1,5,2016,,,0,0,0,43829.32142857143
d_1941,54338,2016-05-22,Sunday,2,5,2016,,,0,0,0,43991.57142857143
